datetime,open,high,low,close,volume
2025-05-01 04:00:00,41014.0,41023.0,40987.0,41011.0,0
2025-05-01 05:00:00,41011.0,41058.0,40983.0,40989.0,1226
2025-05-01 06:00:00,40992.0,41016.0,40960.0,40960.0,869
2025-05-01 07:00:00,40960.0,41000.0,40934.0,40969.0,1197
2025-05-01 08:00:00,40969.0,41046.0,40927.0,41044.0,1666
2025-05-01 09:00:00,41045.0,41125.0,41042.0,41116.0,1481
2025-05-01 10:00:00,41117.0,41140.0,41082.0,41105.0,2233
2025-05-01 11:00:00,41103.0,41131.0,41044.0,41094.0,3014
2025-05-01 12:00:00,41090.0,41118.0,40952.0,40952.0,3714
2025-05-01 13:00:00,40953.0,41071.0,40879.0,40920.0,13245
2025-05-01 14:00:00,40966.0,41167.0,40938.0,41164.0,9295
2025-05-01 15:00:00,41164.0,41222.0,40961.0,41000.0,7504
2025-05-01 16:00:00,40999.0,41053.0,40894.0,40923.0,6300
2025-05-01 17:00:00,40921.0,41075.0,40920.0,40973.0,4555
2025-05-01 18:00:00,40972.0,41095.0,40964.0,41032.0,4164
2025-05-01 19:00:00,41033.0,41110.0,40825.0,40873.0,7647
2025-05-01 20:00:00,40868.0,40943.0,40736.0,40815.0,3266
2025-05-01 22:00:00,40820.0,40850.0,40766.0,40815.0,0
2025-05-01 23:00:00,40825.0,40869.0,40803.0,40828.0,577
2025-05-02 00:00:00,40830.0,41177.0,40806.0,41164.0,2795
2025-05-02 01:00:00,41159.0,41256.0,41132.0,41200.0,1976
2025-05-02 02:00:00,41196.0,41239.0,41151.0,41213.0,745
2025-05-02 03:00:00,41214.0,41227.0,41202.0,41211.0,461
2025-05-02 04:00:00,41213.0,41254.0,41179.0,41209.0,647
2025-05-02 05:00:00,41212.0,41217.0,41144.0,41163.0,666
2025-05-02 06:00:00,41161.0,41164.0,41106.0,41122.0,1313
2025-05-02 07:00:00,41124.0,41204.0,41102.0,41107.0,1482
2025-05-02 08:00:00,41108.0,41127.0,40995.0,40997.0,2181
2025-05-02 09:00:00,40999.0,41078.0,40971.0,41053.0,1498
2025-05-02 10:00:00,41052.0,41091.0,41020.0,41038.0,877
2025-05-02 11:00:00,41038.0,41075.0,41010.0,41033.0,1350
2025-05-02 12:00:00,41032.0,41316.0,41022.0,41314.0,3947
2025-05-02 13:00:00,41315.0,41378.0,41143.0,41205.0,12603
2025-05-02 14:00:00,41212.0,41375.0,41171.0,41325.0,10574
2025-05-02 15:00:00,41326.0,41362.0,41184.0,41356.0,6256
2025-05-02 16:00:00,41360.0,41506.0,41348.0,41474.0,8670
2025-05-02 17:00:00,41481.0,41490.0,41386.0,41423.0,4399
2025-05-02 18:00:00,41419.0,41491.0,41352.0,41409.0,4260
2025-05-02 19:00:00,41408.0,41486.0,41361.0,41409.0,9314
2025-05-02 20:00:00,41411.0,41458.0,41403.0,41436.0,1672
2025-05-04 22:00:00,41405.0,41405.0,41283.0,41303.0,801
2025-05-04 23:00:00,41301.0,41314.0,41185.0,41232.0,1108
2025-05-05 00:00:00,41231.0,41250.0,41217.0,41226.0,853
2025-05-05 01:00:00,41225.0,41228.0,41125.0,41132.0,1457
2025-05-05 02:00:00,41130.0,41166.0,41126.0,41149.0,557
2025-05-05 03:00:00,41154.0,41175.0,41121.0,41160.0,757
2025-05-05 04:00:00,41164.0,41165.0,41110.0,41116.0,630
2025-05-05 05:00:00,41114.0,41170.0,41114.0,41151.0,868
2025-05-05 06:00:00,41151.0,41228.0,41151.0,41190.0,1418
2025-05-05 07:00:00,41191.0,41192.0,41144.0,41190.0,1366
2025-05-05 08:00:00,41186.0,41222.0,41118.0,41136.0,1614
2025-05-05 09:00:00,41137.0,41178.0,41103.0,41156.0,1635
2025-05-05 10:00:00,41154.0,41194.0,41146.0,41186.0,1197
