datetime,open,high,low,close,volume
2025-05-01 04:00:00,41014.0,41023.0,40991.0,40992.0,175
2025-05-01 04:30:00,40991.0,41012.0,40987.0,41011.0,169
2025-05-01 05:00:00,41011.0,41046.0,40996.0,41026.0,545
2025-05-01 05:30:00,41025.0,41058.0,40983.0,40989.0,681
2025-05-01 06:00:00,40992.0,41008.0,40966.0,41005.0,438
2025-05-01 06:30:00,41006.0,41016.0,40960.0,40960.0,431
2025-05-01 07:00:00,40960.0,40995.0,40934.0,40990.0,810
2025-05-01 07:30:00,40989.0,41000.0,40968.0,40969.0,387
2025-05-01 08:00:00,40969.0,40988.0,40927.0,40988.0,1025
2025-05-01 08:30:00,40990.0,41046.0,40979.0,41044.0,641
2025-05-01 09:00:00,41045.0,41088.0,41042.0,41078.0,666
2025-05-01 09:30:00,41097.0,41125.0,41078.0,41116.0,815
2025-05-01 10:00:00,41117.0,41140.0,41100.0,41104.0,968
2025-05-01 10:30:00,41107.0,41121.0,41082.0,41105.0,1265
2025-05-01 11:00:00,41103.0,41131.0,41044.0,41065.0,2113
2025-05-01 11:30:00,41064.0,41125.0,41062.0,41094.0,901
2025-05-01 12:00:00,41090.0,41118.0,41038.0,41044.0,1412
2025-05-01 12:30:00,41042.0,41043.0,40952.0,40952.0,2302
2025-05-01 13:00:00,40953.0,41005.0,40931.0,40981.0,2541
2025-05-01 13:30:00,40983.0,41071.0,40879.0,40920.0,10704
2025-05-01 14:00:00,40966.0,41131.0,40938.0,41110.0,5560
2025-05-01 14:30:00,41112.0,41167.0,41025.0,41164.0,3735
2025-05-01 15:00:00,41164.0,41222.0,41115.0,41185.0,3852
2025-05-01 15:30:00,41194.0,41200.0,40961.0,41000.0,3652
2025-05-01 16:00:00,40999.0,41053.0,40904.0,40959.0,4045
2025-05-01 16:30:00,40959.0,41002.0,40894.0,40923.0,2255
2025-05-01 17:00:00,40921.0,41073.0,40920.0,41045.0,2675
2025-05-01 17:30:00,41046.0,41075.0,40947.0,40973.0,1880
2025-05-01 18:00:00,40972.0,41082.0,40964.0,41052.0,2276
2025-05-01 18:30:00,41054.0,41095.0,41019.0,41032.0,1888
2025-05-01 19:00:00,41033.0,41073.0,40985.0,41072.0,1991
2025-05-01 19:30:00,41074.0,41110.0,40825.0,40873.0,5656
2025-05-01 20:00:00,40868.0,40943.0,40736.0,40823.0,2408
